date,cumulative_revenue
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-01,2713.85
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-02,5445.749999999999
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-03,8108.149999999998
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-04,9863.599999999999
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
